Variedad;Productor;Fecha_cosecha;Sigla;Evaluacion;Color;Tratamiento;Repetici—n;N_Bayas;Peso;Calibre_Ecuatorial;Calibre_polar;Color pag y dato;L*;a*;b*;c;h;TSS;PH;Gasto;Acidez_titulable;Firmeza
AL;San vicente;13-Mar;V 3h T0 R1;E03;V;3h;R1;9;8.84;20.2;32.32;00 (81-120);425.7032265;27.42020669;-0.404670844;27.42319262;359.1544831;;;;;256.3
AL;San vicente;13-Mar;V 3h T0 R1;E03;V;3h;R1;10;9.69;23.01;28.23;00 (81-120);443.9285454;50.28319373;10.59287114;51.38685134;11.8962253;;;;;321.8
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;1;10.59;22.94;29.44;00 (81-120);425.9963806;40.29060608;6.367829865;40.79071212;8.981166612;19.7;3.38;3.85;0.58;226.4
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;2;7.81;20.82;26.66;00 (81-120);423.1550882;44.53475595;9.613464106;45.56054411;12.18120477;;;;;319.4
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;3;10.68;23.1;29.07;00 (81-120);430.1387716;24.0057392;-0.067905056;24.00583525;359.8379278;;;;;243.2
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;4;8.69;19.84;29.22;00 (81-120);427.1386325;25.89182549;-1.871885162;25.95940256;355.8649171;;;;;310.5
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;5;11.76;22.62;33.65;00 (81-120);413.7556961;27.08094401;4.426101311;27.44026059;9.282334002;;;;;254.6
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;6;9.27;30.57;31.35;00 (81-120);425.4897788;27.54260009;3.249843907;27.73366736;6.729406699;;;;;320.7
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;7;13.05;25.56;30.23;00 (81-120);432.9442594;36.04438259;2.98198728;36.16752361;4.72936599;;;;;278.1
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;8;10.29;23.65;31.67;00 (81-120);419.0154661;75.75401847;17.84428782;77.82730833;13.25471825;;;;;283.3
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;9;11.64;23.42;31.02;00 (81-120);443.6085693;68.28560493;16.76797894;70.31421591;13.79638018;;;;;227.8
AL;San vicente;13-Mar;V 3h T0 R2;E03;V;3h;R2;10;11.09;22.98;31.44;00 (81-120);429.090694;28.1870424;3.305121639;28.38015483;6.687779373;;;;;270.2
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;1;10.17;20.87;31.44;00 (81-120);417.7193743;23.01527981;-0.363368887;23.01814809;359.0954803;17.4;3.27;4.55;0.68;262
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;2;9.54;22.21;31.05;00 (81-120);422.6418984;72.10566463;23.7183031;75.90642117;18.20800727;;;;;298.2
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;3;10.01;22.69;28.34;00 (81-120);443.7809195;87.57778128;35.25772221;94.40855231;21.92910074;;;;;296.3
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;4;11.1;23.89;28.68;00 (81-120);451.7873356;68.52733086;26.84156582;73.59663532;21.38985121;;;;;248.8
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;5;9.65;20.42;25.36;00 (81-120);444.0514947;36.50625299;-3.308941401;36.65590813;354.8208401;;;;;274.6
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;6;9.37;21.15;27.89;00 (81-120);431.857411;47.81097653;8.771324332;48.60890461;10.39578936;;;;;284.9
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;7;11.32;23.89;32.17;00 (81-120);434.7952789;52.26076826;14.80539215;54.3174699;15.81734126;;;;;268.4
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;8;11.74;22.32;31.07;00 (81-120);438.5027687;57.91993546;14.08608104;59.60819241;13.66892372;;;;;294.9
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;9;9.62;22.63;27.93;00 (81-120);423.3168993;65.99294764;22.32726543;69.66761027;18.69212042;;;;;273.7
AL;San vicente;13-Mar;V 3h T0 R3;E03;V;3h;R3;10;10.95;21.95;30.96;00 (81-120);436.3262646;47.58060054;2.193198805;47.6311208;2.639145996;;;;;334.7
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;1;9.69;20.52;30.6;00 (81-120);432.375615;70.23807679;20.89803144;73.28106952;16.56939303;19.9;3.26;4.35;0.65;350.2
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;2;11.91;24.66;29.52;00 (81-120);430.0864846;51.20123776;11.0181861;52.37334411;12.14449006;;;;;245.5
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;3;11.07;23.77;29.17;00 (81-120);410.1763629;43.11026755;9.098936127;44.06002504;11.91804069;;;;;241.9
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;4;11.74;23.84;30.1;00 (81-120);439.958955;58.51230774;9.951065509;59.35245456;9.651826579;;;;;269.3
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;5;10.86;23.44;29.09;00 (81-120);425.3829775;48.0845533;11.72318006;49.49300169;13.70160776;;;;;260.3
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;6;10.14;21.08;31.25;00 (81-120);445.71712;40.72138902;-5.734623645;41.12319822;351.9839876;;;;;239
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;7;10.86;23.46;29.11;00 (81-120);441.5053513;45.70852225;2.200406965;45.76145537;2.756089476;;;;;376.8
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;8;10.81;21.91;29.96;00 (81-120);432.892624;36.15759878;1.416266153;36.18532519;2.243086245;;;;;326.2
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;9;12.44;24.72;31.36;00 (81-120);449.1811574;58.23138519;20.34979945;61.68475143;19.26270597;;;;;204
AL;San vicente;13-Mar;V 3h T0 R4;E03;V;3h;R4;10;12.08;24.33;30.48;00 (81-120);432.7893175;48.45136486;8.447844968;49.18232245;9.89050703;;;;;251.9
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;1;9.85;21.81;29.94;00 (121-160);430.3739115;24.78369962;-2.737337139;24.93440958;353.6972793;20.5;3.35;4.1;0.62;281.6
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;2;7.35;20.49;28.2;00 (121-160);424.1510302;41.2600028;2.515374124;41.33660531;3.48866123;;;;;216.6
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;3;7.98;21.81;27.27;00 (121-160);435.3833845;39.53657116;3.750493899;39.71406128;5.418941379;;;;;264.4
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;4;7.55;20.2;26.86;00 (121-160);438.1498741;74.05961959;24.4499336;77.99119506;18.27004712;;;;;266.6
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;5;9.08;21.15;29.83;00 (121-160);426.5018238;30.9011199;1.049924767;30.91895135;1.945985305;;;;;273.4
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;6;10.81;23.7;30.2;00 (121-160);437.4930397;29.36457604;-4.79026938;29.75273108;350.7349;;;;;293.3
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;7;9.82;20.62;30.95;00 (121-160);433.7430943;62.43564689;20.31712094;65.6581709;18.02535388;;;;;264.8
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;8;5.67;18;25.56;00 (121-160);427.1651265;38.95020848;2.815750649;39.05185261;4.134778093;;;;;215.5
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;9;9.25;23.02;27.14;00 (121-160);433.3311471;34.48610141;1.870125699;34.53677113;3.104017483;;;;;310.9
AL;San vicente;13-Mar;A 3h T0 R1;E03;A;3h;R1;10;9.6;21.29;31.22;00 (121-160);432.375615;56.05236288;12.42257095;57.41243465;12.49616244;;;;;301.3
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;1;10.76;23.49;28.79;00 (121-160);443.2881471;58.27383659;8.274703818;58.85839579;8.081793711;19.5;3.29;4.45;0.67;360.1
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;2;9.45;22.46;28.06;00 (121-160);435.2556658;38.46866153;0.160916552;38.46899809;0.239670037;;;;;230.4
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;3;9.67;21.96;28.46;00 (121-160);432.4532424;44.69977502;8.832293911;45.56401324;11.17717983;;;;;330.7
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;4;8.24;21.23;26.54;00 (121-160);427.6414778;44.24978057;9.678440267;45.2958639;12.33760538;;;;;290
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;5;9.68;22.02;28.56;00 (121-160);434.6416074;33.85406689;-2.27456198;33.93039164;356.1562304;;;;;258.5
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;6;8.13;21.51;26.72;00 (121-160);433.0732961;41.15776868;0.407320869;41.15978417;0.567013363;;;;;320.1
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;7;8.39;21.88;27.85;00 (121-160);432.7634834;43.4711457;3.733993862;43.63121839;4.909423021;;;;;310.2
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;8;8.46;20.37;26.3;00 (121-160);438.5783177;28.56433637;-2.62742877;28.68492103;354.74456;;;;;341.1
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;9;6.51;18.62;26.23;00 (121-160);425.9963806;38.15546683;9.341632447;39.28238468;13.75715339;;;;;288.7
AL;San vicente;13-Mar;A 3h T0 R2;E03;A;3h;R2;10;7.45;19.69;29.06;00 (121-160);412.9371656;28.92378682;5.350538571;29.41451525;10.4805248;;;;;316.1
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;1;11.08;23.81;29.89;00 (121-160);436.300833;22.01367323;0.326250894;22.01609068;0.849082782;20.4;3.41;4;0.60;328.9
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R2;2;11.75;23.42;30.99;00 (121-160);426.9530857;28.84292957;2.878516719;28.98621128;5.699232164;;;;;397.1
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;3;10;22.9;28.58;00 (121-160);432.8409767;38.56492191;0.949487466;38.57660857;1.410365524;;;;;320
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;4;10.42;22.67;30.32;00 (121-160);434.5903602;28.51164635;1.33182234;28.54273513;2.674428911;;;;;327.8
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;5;10.34;21.64;31.63;00 (121-160);427.085635;23.16856222;0.660247827;23.17796804;1.632348956;;;;;336.1
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;6;10.6;23.9;28.52;00 (121-160);432.6084165;44.13953738;3.162426127;44.25268013;4.098017331;;;;;312.1
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;7;7.21;19.3;29.34;00 (121-160);437.1639077;44.92814286;5.994030635;45.32622226;7.599168641;;;;;304.6
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;8;8.27;19.42;30.23;00 (121-160);428.5384718;22.34861696;1.812555508;22.42199896;4.636750886;;;;;235.3
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;9;10.44;23.05;29.67;00 (121-160);432.0389188;38.1956496;6.499994107;38.74477477;9.657862232;;;;;291.5
AL;San vicente;13-Mar;A 3h T0 R3;E03;A;3h;R3;10;8.48;20.79;31.03;00 (121-160);427.3504958;23.84441749;-1.660368621;23.90215616;356.016728;;;;;296.9
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;1;9.25;21.63;27.85;00 (121-160);444.8613165;77.35023369;19.7159326;79.82340917;14.29972544;19.2;3.36;4.2;0.63;264.2
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;2;11.12;23.52;29.1;00 (121-160);431.2079649;56.88701772;8.659170514;57.54228028;8.65495395;;;;;324.1
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;3;10.02;22.61;27.78;00 (121-160);442.9425763;62.41949554;12.26038084;63.61218721;11.11251776;;;;;235.8
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;4;11.3;21.83;32.81;00 (121-160);431.2079649;48.98052929;10.13659702;50.01842509;11.69239159;;;;;209.7
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;5;8.74;19.7;30.78;00 (121-160);428.7226983;55.9887246;13.68408249;57.63671917;13.73428853;;;;;326.8
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;6;9.18;20.64;28.08;00 (121-160);433.5887026;39.80555014;8.442346142;40.69096988;11.97440322;;;;;315.7
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;7;9.39;20.02;28.01;00 (121-160);425.809873;43.22498112;7.986490969;43.95660395;10.4682337;;;;;264.3
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;8;11.52;20.62;30.75;00 (121-160);423.2360087;30.85214522;2.161901152;30.92779788;4.008332862;;;;;274.8
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;9;11.34;24.59;29.52;00 (121-160);422.6148551;29.0436039;2.319079018;29.13604392;4.565278035;;;;;347.6
AL;San vicente;13-Mar;A 3h T0 R4;E03;A;3h;R4;10;10.34;22.05;27.83;00 (121-160);423.3977601;24.97700718;2.717753947;25.12443181;6.209936109;;;;;236.2
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;1;8.2;20.61;27.41;00 (161-200);440.0840534;57.24676509;18.49190641;60.15931113;17.90154533;18.5;3.32;4.05;0.61;324
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;2;9.69;21.9;29.03;00 (161-200);431.3120031;62.24692535;14.86187901;63.99652462;13.4283656;;;;;285.8
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;3;8.25;20.62;28.18;00 (161-200);441.0325672;76.34982154;24.66797097;80.23592737;17.90519874;;;;;309.2
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;4;8.73;20.22;29.2;00 (161-200);447.2496205;65.75832116;23.23313775;69.74192061;19.45887449;;;;;246.4
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;5;11.3;23.35;31.36;00 (161-200);447.2981054;74.00361852;26.44230753;78.58582049;19.66236808;;;;;247.7
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;6;8.71;20.75;29.08;00 (161-200);452.143718;73.42236026;20.17806536;76.1445816;15.36675867;;;;;274
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;7;8.72;19.08;29.36;00 (161-200);429.3269418;58.60960284;17.84078509;61.26482806;16.93026862;;;;;229.4
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;8;9.59;21.48;30.49;00 (161-200);434.8208806;74.52089605;21.62198194;77.59429135;16.17990477;;;;;327.7
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;9;9.61;22.28;29.94;00 (161-200);418.2166643;45.4615226;9.466070062;46.436586;11.76215214;;;;;286
AL;San vicente;13-Mar;V 18h T0 R1;E18;V;18h;R1;10;7.71;20.02;26.96;00 (161-200);442.5717434;45.48545086;19.1261278;49.343034;22.80621377;;;;;265.9
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;1;9.4;21.95;26.96;00 (161-200);435.94449;39.80953247;7.472545061;40.50478743;10.63113612;18.9;3.35;4.05;0.61;236.1
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;2;9.17;20.43;21.37;00 (161-200);425.5965284;28.90468172;3.394635731;29.10333619;6.698271582;;;;;294.5
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;3;11.78;23.93;29.91;00 (161-200);455.9819049;84.67857534;28.87698043;89.46698341;18.83033776;;;;;256.1
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;4;10.83;23.52;30.08;00 (161-200);435.5365516;32.60377421;6.352863411;33.21693794;11.02595972;;;;;264.2
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;5;11.84;21.47;31.64;00 (161-200);433.3053753;50.64730597;7.647028555;51.22134953;8.586001928;;;;;278.7
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;6;10.61;22.19;31.05;00 (161-200);458.9296922;52.39719266;3.081464287;52.48772448;3.365672233;;;;;233.3
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;7;12.24;25.02;29.61;00 (161-200);440.1590796;46.69959662;8.093570301;47.39576147;9.832341343;;;;;251.2
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;8;8.13;20.92;28.57;00 (161-200);432.2979608;62.38461316;11.0821222;63.36129253;10.07305198;;;;;308.6
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;9;10.75;23.11;29.48;00 (161-200);442.5469999;56.64932471;14.33834477;58.4357264;14.20367087;;;;;265
AL;San vicente;13-Mar;V 18h T0 R2;E18;V;18h;R2;10;11.05;21.73;33.09;00 (161-200);424.5535095;30.66584756;1.321626137;30.69431385;2.467786634;;;;;298.7
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;1;10.48;20.83;35.37;00 (161-200);428.0112672;64.71481747;22.20743238;68.41913222;18.94008749;19.1;3.29;4.1;0.62;321.2
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;2;12.44;23.05;34.39;00 (161-200);442.3489555;49.66166952;14.48378371;51.73066219;16.25927976;;;;;245.9
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;3;8.91;20.58;29.78;00 (161-200);455.514318;86.12622168;29.31757861;90.9793739;18.79870104;;;;;367.3
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;4;9.77;21.7;30.28;00 (161-200);438.3011818;55.23191579;17.68160506;57.99313476;17.7516273;;;;;282.7
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;5;9.48;20.64;32.73;00 (161-200);435.3578466;53.88262108;10.84089011;54.9623667;11.37572801;;;;;347.4
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;6;8.33;20.91;27.75;00 (161-200);448.5551688;52.21081981;3.249084639;52.31181756;3.560930268;;;;;307.7
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;7;9.15;19.58;33.98;00 (161-200);437.1892425;49.70147183;5.550251749;50.01041488;6.371921905;;;;;228.7
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;8;9.24;21.77;30.51;00 (161-200);432.5567038;33.22153147;-3.634182118;33.41971623;353.7571021;;;;;246.1
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;9;9.34;21.13;28.35;00 (161-200);451.1444754;78.50629147;18.81958651;80.73050623;13.48060349;;;;;293.2
AL;San vicente;13-Mar;V 18h T0 R3;E18;V;18h;R3;10;9.18;21.41;27.85;00 (161-200);447.1041046;82.0458645;19.80725927;84.40291109;13.57247018;;;;;279
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;1;12.22;22;34.61;00 (161-200);431.8055246;41.49929189;6.174480647;41.95611324;8.462682476;19.3;3.33;3.85;0.58;248.3
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;2;10;20.35;31.25;00 (161-200);427.5886003;37.46031341;-2.09445045;37.51881932;356.799857;;;;;270.9
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;3;9.89;21.19;30.81;00 (161-200);447.055579;65.89537662;15.21130696;67.62828195;12.99848154;;;;;272.9
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;4;10.31;22.96;29.41;00 (161-200);431.7276725;48.47875119;8.044842637;49.14172168;9.422128297;;;;;307.1
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;5;11.05;22.59;30.08;00 (161-200);437.366507;41.92456902;7.884741543;42.65956677;10.65118541;;;;;306.1
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;6;12.11;23.27;31.76;00 (161-200);428.8804853;44.8843198;9.763920352;45.93404298;12.27264711;;;;;255.4
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;7;11.44;22.84;33.14;00 (161-200);445.4484952;71.42237725;28.12366828;76.75999407;21.49280904;;;;;255.5
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;8;9.46;22.19;29.68;00 (161-200);424.6875059;33.61901909;4.229652569;33.88404352;7.170780818;;;;;287.3
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;9;11.93;21.78;31.36;00 (161-200);436.2753985;48.8643197;13.49686262;50.6940533;15.44073812;;;;;284.5
AL;San vicente;13-Mar;V 18h T0 R4;E18;V;18h;R4;10;12.51;22.53;35.18;00 (161-200);437.4930397;43.61586651;2.864628034;43.70983763;3.757708273;;;;;246.3
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;1;8.58;20.3;29.58;00 (201-240);437.13857;32.07891733;-5.911329454;32.6190244;349.5589744;19.4;3.28;4.1;0.62;220.3
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;2;10.65;22.74;29.82;00 (201-240);442.1259508;65.93943315;16.09067906;67.87428672;13.71343203;;;;;273.1
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;3;8.01;20.32;28.91;00 (201-240);441.057475;43.77045614;-2.091880424;43.82041527;357.2637984;;;;;253.9
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;4;10.29;23.19;29.21;00 (201-240);433.6144419;61.71607683;12.96351774;63.06288077;11.8625725;;;;;346.6
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;5;7.83;21.32;25.11;00 (201-240);431.5459121;51.64744297;9.668925154;52.54470933;10.60361085;;;;;363.3
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;6;8.36;21.19;27.61;00 (201-240);431.3899999;43.29034665;5.727296349;43.66756275;7.536442554;;;;;251
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;7;8.62;19.47;30.37;00 (201-240);437.7206207;58.36294085;12.96613743;59.78589787;12.52562225;;;;;358.6
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;8;9.62;20.97;26.87;00 (201-240);434.0515602;44.95372024;7.594083847;45.59064677;9.588514607;;;;;266.5
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;9;10.22;23.08;27.95;00 (201-240);434.487831;32.33894103;2.0184788;32.40187284;3.57156045;;;;;293.1
AL;San vicente;13-Mar;A 18h T0 R1;E18;A;18h;R1;10;11.04;23.58;30.75;00 (201-240);446.7885062;65.14597567;14.42001693;66.72282244;12.48113847;;;;;319.8
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;1;12.39;23.6;31.48;00 (201-240);438.0237074;58.41716917;16.2424094;60.63317176;15.5381488;19.6;3.28;4.15;0.62;334.5
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;2;11.35;20.96;35.29;00 (201-240);447.3465803;60.53542563;14.64805718;62.28244805;13.60267923;;;;;167.1
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;3;12.1;22.48;35.42;00 (201-240);441.1819731;66.94292246;21.49582569;70.30949715;17.8021761;;;;;248.3
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;4;13.59;24.19;31.57;00 (201-240);420.3858616;57.03682105;14.36368983;58.81763801;14.1349857;;;;;341.1
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;5;12.19;23.3;29.68;00 (201-240);423.8016186;41.74798731;9.438872068;42.80171434;12.73990359;;;;;312.7
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;6;11.34;22.2;34.82;00 (201-240);431.2859981;49.94822149;8.444631143;50.65704912;9.596121104;;;;;256.1
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;7;11.53;22.92;30.58;00 (201-240);429.92955;46.95908522;7.971390572;47.63085924;9.634224952;;;;;261.9
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;8;13.16;22.91;36.43;00 (201-240);445.4240592;36.40691201;-8.967128037;37.49496803;346.163297;;;;;324
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;9;11.63;23.54;29.65;00 (201-240);429.6153491;51.04898141;12.7654432;52.62086129;14.03962146;;;;;285.1
AL;San vicente;13-Mar;A 18h T0 R2;E18;A;18h;R2;10;10.5;20.75;31.3;00 (201-240);434.5647323;73.53571007;19.56434625;76.09378621;14.89854957;;;;;276.7
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;1;10.83;21.11;32.29;00 (201-240);435.1023079;60.38958422;4.810581562;60.58088459;4.554514354;18.7;3.35;4.35;0.65;296.7
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;2;11.36;22.35;34.16;00 (201-240);422.2629886;37.3385811;6.504618708;37.90091956;9.882119158;;;;;300.4
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;3;10.92;23.44;28.45;00 (201-240);431.9092854;33.26217231;-3.065662955;33.40314949;354.7341171;;;;;285
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;4;8.86;21.7;25.4;00 (201-240);432.4791122;21.62048464;1.914545075;21.70508786;5.060477121;;;;;309.6
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;5;9.45;20.93;31.13;00 (201-240);424.0167068;36.51039459;4.299818058;36.76271682;6.716767354;;;;;235.3
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;6;9.21;20.17;31.21;00 (201-240);426.0230117;53.22167591;13.51026575;54.90969011;14.24361027;;;;;307.3
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;7;11.85;22.4;34.38;00 (201-240);433.9744834;40.20437741;3.092628959;40.32314865;4.398683456;;;;;361.6
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;8;9.42;20.7;30.64;00 (201-240);420.0851131;33.12114212;5.654668209;33.6003769;9.688516049;;;;;259.6
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;9;12.84;22.69;32.18;00 (201-240);433.2280422;40.92553558;6.479978163;41.43536629;8.997282314;;;;;203.5
AL;San vicente;13-Mar;A 18h T0 R3;E18;A;18h;R3;10;9.76;31.68;28.67;00 (201-240);444.6652575;33.7565459;3.767318033;33.96611659;6.368006635;;;;;274.4
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;1;13.14;23.89;33;00 (201-240);445.7415249;56.45834392;14.64093383;58.32582226;14.53786445;19.4;3.37;4;0.60;367.9
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;2;11.16;21.91;30.35;00 (201-240);448.772048;67.74946975;20.60533275;70.81363138;16.91662132;;;;;322.8
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;3;12.86;22.58;30.95;00 (201-240);429.92955;41.2445984;7.154126076;41.86046365;9.840391172;;;;;234.7
AL;San vicente;13-Mar;A 18h T0 R4;E18;A;18h;R4;4;11.49;22.69;30.12;00 (201-240);443.8793473;28.87984317;4.874429535;29.28831516;9.580267038;;;;;313.5
