VARIABLES;Productor;Variedad;Tiempo;Total_racimo;Color;Tratamientos;Repeticion ;N_Racimo ;VERDE;AMARILLO ;PARDO ;TOTAL ;Verde;Amarillo ;Pardo ;Nota_6;Hue
SC_18H_V_T10-3_R_0004.JPG;Walpon;SC;T5;4;V;18;R2;2;220730;127069;57710;405509;54.43;31.34;14.23;;33.51
SC_18H_V_T10-3_R_0005.JPG;Walpon;SC;T5;5;V;18;R3;1;199351;179532;49289;428172;46.56;41.93;11.51;;33.12
SC_18H_V_T10-3_R_0006.JPG;Walpon;SC;T5;6;V;18;R3;2;55622;226896;109801;392319;14.18;57.83;27.99;;32.7
SC_18H_V_T10-3_R_0007.JPG;Walpon;SC;T5;7;V;18;R4;1;253191;198109;69761;521061;48.59;38.02;13.39;;32.68
SC_18H_V_T10-3_R_0008.JPG;Walpon;SC;T5;8;V;18;R4;2;182647;167470;55617;405734;45.02;41.28;13.71;;29.46
SC_3H_A_T10-3_R_0001.JPG;Walpon;SC;T5;1;A;3H;R1;1;142659;35404;14887;192950;73.94;18.35;7.72;;36.06
SC_3H_A_T10-3_R_0002.JPG;Walpon;SC;T5;2;A;3H;R1;2;177705;43046;11321;232072;76.57;18.55;4.88;;35.45
SC_3H_A_T10-3_R_0003.JPG;Walpon;SC;T5;3;A;3H;R2;1;162284;61249;12878;236411;68.64;25.91;5.45;;35.48
SC_3H_A_T10-3_R_0004.JPG;Walpon;SC;T5;4;A;3H;R2;2;144248;68240;19875;232363;62.08;29.37;8.55;;37.02
SC_3H_A_T10-3_R_0005.JPG;Walpon;SC;T5;5;A;3H;R3;1;137086;42142;6503;185731;73.81;22.69;3.5;;36.45
SC_3H_A_T10-3_R_0006.JPG;Walpon;SC;T5;6;A;3H;R3;2;145462;33696;9110;188268;77.26;17.9;4.84;;33.78
SC_3H_A_T10-3_R_0007.JPG;Walpon;SC;T5;7;A;3H;R4;1;116558;24369;8453;149380;78.03;16.31;5.66;;37.07
SC_3H_A_T10-3_R_0008.JPG;Walpon;SC;T5;8;A;3H;R4;2;119027;42424;14443;175894;67.67;24.12;8.21;;37.58
SC_3H_V_T10-3_R_0001.JPG;Walpon;SC;T5;1;V;3H;R1;1;159948;52018;18683;230649;69.35;22.55;8.1;;31.12
SC_3H_V_T10-3_R_0002.JPG;Walpon;SC;T5;2;V;3H;R1;2;221140;18596;4649;244385;90.49;7.61;1.9;;31.68
SC_3H_V_T10-3_R_0003.JPG;Walpon;SC;T5;3;V;3H;R2;1;181127;22831;8147;212105;85.39;10.76;3.84;;31.62
SC_3H_V_T10-3_R_0004.JPG;Walpon;SC;T5;4;V;3H;R2;2;119864;25806;8572;154242;77.71;16.73;5.56;;31.98
SC_3H_V_T10-3_R_0005.JPG;Walpon;SC;T5;5;V;3H;R3;1;200633;32127;5668;238428;84.15;13.47;2.38;;31.96
SC_3H_V_T10-3_R_0006.JPG;Walpon;SC;T5;6;V;3H;R3;2;177305;25783;6149;209237;84.74;12.32;2.94;;32.57
SC_3H_V_T10-3_R_0007.JPG;Walpon;SC;T5;7;V;3H;R4;1;153940;49362;10398;213700;72.04;23.1;4.87;;34.21
SC_3H_V_T10-3_R_0008.JPG;Walpon;SC;T5;8;V;3H;R4;2;147005;34456;10417;191878;76.61;17.96;5.43;;32.64
SC_0H_A_T10-3_R_0001.JPG;Walpon;SC;T7;1;A;0H;R1;1;329603;71651;16927;418181;78.82;17.13;4.05;;35.92
SC_0H_A_T10-3_R_0002.JPG;Walpon;SC;T7;2;A;0H;R1;2;435401;94668;30143;560212;77.72;16.9;5.38;;36.55
SC_0H_A_T10-3_R_0003.JPG;Walpon;SC;T7;3;A;0H;R2;1;323162;98457;31326;452945;71.35;21.74;6.92;;34.66
SC_0H_A_T10-3_R_0004.JPG;Walpon;SC;T7;4;A;0H;R2;2;255842;55245;30657;341744;74.86;16.17;8.97;;34.25
SC_0H_A_T10-3_R_0005.JPG;Walpon;SC;T7;5;A;0H;R3;1;311730;87672;25638;425040;73.34;20.63;6.03;;36.09
SC_0H_A_T10-3_R_0006.JPG;Walpon;SC;T7;6;A;0H;R3;2;273545;213629;41055;528229;51.79;40.44;7.77;;36.12
SC_0H_A_T10-3_R_0007.JPG;Walpon;SC;T7;7;A;0H;R4;1;316892;91332;31004;439228;72.15;20.79;7.06;;37.09
SC_0H_A_T10-3_R_0008.JPG;Walpon;SC;T7;8;A;0H;R4;2;341141;56821;22232;420194;81.19;13.52;5.29;;35.85
SC_0H_V_T10-3_R_0001.JPG;Walpon;SC;T7;1;V;0H;R1;1;446704;85352;20076;552132;80.91;15.46;3.64;;36.76
SC_0H_V_T10-3_R_0002.JPG;Walpon;SC;T7;2;V;0H;R1;2;466929;57179;16082;540190;86.44;10.58;2.98;;37.68
SC_0H_V_T10-3_R_0003.JPG;Walpon;SC;T7;3;V;0H;R2;1;523527;68990;17437;609954;85.83;11.31;2.86;;38.45
SC_0H_V_T10-3_R_0004.JPG;Walpon;SC;T7;4;V;0H;R2;2;488975;141909;66015;696899;70.16;20.36;9.47;;35.78
SC_0H_V_T10-3_R_0005.JPG;Walpon;SC;T7;5;V;0H;R3;1;370799;107469;28261;506529;73.2;21.22;5.58;;35.89
SC_0H_V_T10-3_R_0006.JPG;Walpon;SC;T7;6;V;0H;R3;2;282861;67016;26091;375968;75.24;17.82;6.94;;36.97
SC_0H_V_T10-3_R_0007.JPG;Walpon;SC;T7;7;V;0H;R4;1;556820;100565;37684;695069;80.11;14.47;5.42;;37.39
SC_0H_V_T10-3_R_0008.JPG;Walpon;SC;T7;8;V;0H;R4;2;393874;64651;25589;484114;81.36;13.35;5.29;;36.95
SC_18H_A_T10-3_R_0001.JPG;Walpon;SC;T7;1;A;18;R1;1;28285;227343;215266;470894;6.01;48.28;45.71;;34.4
SC_18H_A_T10-3_R_0002.JPG;Walpon;SC;T7;2;A;18;R1;2;38280;202352;187630;428262;8.94;47.25;43.81;;33.45
SC_18H_A_T10-3_R_0003.JPG;Walpon;SC;T7;3;A;18;R2;1;18302;215688;154928;388918;4.71;55.46;39.84;;33.73
SC_18H_A_T10-3_R_0004.JPG;Walpon;SC;T7;4;A;18;R2;2;24518;249544;200911;474973;5.16;52.54;42.3;;35.1
SC_18H_A_T10-3_R_0005.JPG;Walpon;SC;T7;5;A;18;R3;1;61227;235620;214200;511047;11.98;46.11;41.91;;34.08
SC_18H_A_T10-3_R_0006.JPG;Walpon;SC;T7;6;A;18;R3;2;94933;201250;150134;446317;21.27;45.09;33.64;;32.84
SC_18H_A_T10-3_R_0007.JPG;Walpon;SC;T7;7;A;18;R4;1;104795;235934;195109;535838;19.56;44.03;36.41;;34.6
SC_18H_A_T10-3_R_0008.JPG;Walpon;SC;T7;8;A;18;R4;2;58992;183612;208899;451503;13.07;40.67;46.27;;34.32
SC_18H_V_T10-3_R_0001.JPG;Walpon;SC;T7;1;V;18;R1;1;164280;256392;101882;522554;31.44;49.07;19.5;;35.46
SC_18H_V_T10-3_R_0002.JPG;Walpon;SC;T7;2;V;18;R1;2;57628;137479;50291;245398;23.48;56.02;20.49;;38.35
SC_18H_V_T10-3_R_0003.JPG;Walpon;SC;T7;3;V;18;R2;1;154179;209362;106242;469783;32.82;44.57;22.62;;37.99
SC_18H_V_T10-3_R_0004.JPG;Walpon;SC;T7;4;V;18;R2;2;200022;115368;84877;400267;49.97;28.82;21.21;;37.21
SC_18H_V_T10-3_R_0005.JPG;Walpon;SC;T7;5;V;18;R3;1;174541;169443;65545;409529;42.62;41.38;16;;37.12
SC_18H_V_T10-3_R_0006.JPG;Walpon;SC;T7;6;V;18;R3;2;37909;165138;188144;391191;9.69;42.21;48.1;;37.77
SC_18H_V_T10-3_R_0007.JPG;Walpon;SC;T7;7;V;18;R4;1;191284;188527;81878;461689;41.43;40.83;17.73;;35.55
SC_18H_V_T10-3_R_0008.JPG;Walpon;SC;T7;8;V;18;R4;2;129691;143635;89291;362617;35.77;39.61;24.62;;36.6
SC_3H_A_T10-3_R_0001.JPG;Walpon;SC;T7;1;A;3H;R1;1;318709;84029;53367;456105;69.88;18.42;11.7;;
SC_3H_A_T10-3_R_0002.JPG;Walpon;SC;T7;2;A;3H;R1;2;395735;111004;42006;548745;72.12;20.23;7.65;;
SC_3H_A_T10-3_R_0003.JPG;Walpon;SC;T7;3;A;3H;R2;1;355539;169087;53468;578094;61.5;29.25;9.25;;
SC_3H_A_T10-3_R_0004.JPG;Walpon;SC;T7;4;A;3H;R2;2;277606;185581;74052;537239;51.67;34.54;13.78;;
SC_3H_A_T10-3_R_0005.JPG;Walpon;SC;T7;5;A;3H;R3;1;326452;125230;33649;485331;67.26;25.8;6.93;;
SC_3H_A_T10-3_R_0006.JPG;Walpon;SC;T7;6;A;3H;R3;2;299831;84188;35989;420008;71.39;20.04;8.57;;
SC_3H_A_T10-3_R_0007.JPG;Walpon;SC;T7;7;A;3H;R4;1;262173;64179;37369;363721;72.08;17.65;10.27;;
SC_3H_A_T10-3_R_0008.JPG;Walpon;SC;T7;8;A;3H;R4;2;237960;116175;58693;412828;57.64;28.14;14.22;;
SC_3H_V_T10-3_R_0001.JPG;Walpon;SC;T7;1;V;3H;R1;1;365939;124580;78516;569035;64.31;21.89;13.8;;
SC_3H_V_T10-3_R_0002.JPG;Walpon;SC;T7;2;V;3H;R1;2;589066;60460;20488;670014;87.92;9.02;3.06;;
SC_3H_V_T10-3_R_0003.JPG;Walpon;SC;T7;3;V;3H;R2;1;481118;70031;34636;585785;82.13;11.96;5.91;;
SC_3H_V_T10-3_R_0004.JPG;Walpon;SC;T7;4;V;3H;R2;2;331624;73985;46217;451826;73.4;16.37;10.23;;
SC_3H_V_T10-3_R_0005.JPG;Walpon;SC;T7;5;V;3H;R3;1;562581;96577;27083;686241;81.98;14.07;3.95;;
SC_3H_V_T10-3_R_0006.JPG;Walpon;SC;T7;6;V;3H;R3;2;482142;77020;30337;589499;81.79;13.07;5.15;;
SC_3H_V_T10-3_R_0007.JPG;Walpon;SC;T7;7;V;3H;R4;1;338906;135828;56907;531641;63.75;25.55;10.7;;
SC_3H_V_T10-3_R_0008.JPG;Walpon;SC;T7;8;V;3H;R4;2;329112;72078;52989;454179;72.46;15.87;11.67;;
SC_18H_A_R_0001.JPG;Walpon;SC;T10;1;A;18;R1;1;19619;185678;247250;452547;4.34;41.03;54.64;;21.29
SC_18H_A_R_0002.JPG;Walpon;SC;T10;2;A;18;R1;2;28587;170411;225960;424958;6.73;40.1;53.17;;21.82
SC_18H_A_R_0003.JPG;Walpon;SC;T10;3;A;18;R2;1;9201;174614;168513;352328;2.61;49.56;47.83;;21.68
SC_18H_A_R_0004.JPG;Walpon;SC;T10;4;A;18;R2;2;15217;197099;244768;457084;3.33;43.12;53.55;;21.08
SC_18H_A_R_0005.JPG;Walpon;SC;T10;5;A;18;R3;1;44790;200515;243538;488843;9.16;41.02;49.82;;21.92
SC_18H_A_R_0006.JPG;Walpon;SC;T10;6;A;18;R3;2;89159;183147;194351;466657;19.11;39.25;41.65;;24.61
SC_18H_A_R_0007.JPG;Walpon;SC;T10;7;A;18;R4;1;87961;199619;237403;524983;16.76;38.02;45.22;;23.98
SC_18H_A_R_0008.JPG;Walpon;SC;T10;8;A;18;R4;2;44692;139481;257142;441315;10.13;31.61;58.27;;22.06
SC_18H_V_R_0001.JPG;Walpon;SC;T10;1;V;18;R1;1;145982;229258;147683;522923;27.92;43.84;28.24;;27.05
SC_18H_V_R_0002.JPG;Walpon;SC;T10;2;V;18;R1;2;54567;131688;67651;253906;21.49;51.86;26.64;;26.81
SC_18H_V_R_0003.JPG;Walpon;SC;T10;3;V;18;R2;1;136604;191412;157937;485953;28.11;39.39;32.5;;26.66
SC_18H_V_R_0004.JPG;Walpon;SC;T10;4;V;18;R2;2;182975;100496;107045;390516;46.85;25.73;27.41;;29.47
SC_18H_V_R_0005.JPG;Walpon;SC;T10;5;V;18;R3;1;140668;152897;87337;380902;36.93;40.14;22.93;;28.6
SC_18H_V_R_0006.JPG;Walpon;SC;T10;6;V;18;R3;2;24199;100808;258077;383084;6.32;26.31;67.37;;21.66
SC_18H_V_R_0007.JPG;Walpon;SC;T10;7;V;18;R4;1;186191;184963;130099;501253;37.15;36.9;25.95;;28.2
SC_18H_V_R_0008.JPG;Walpon;SC;T10;8;V;18;R4;2;118566;129870;120357;368793;32.15;35.21;32.64;;27.19
SG_0H_A_T10-3_R_0001.JPG;Walpon;SC;T10;1;A;0H;R1;1;306602;77318;20588;404508;75.8;19.11;5.09;;34.13
SG_0H_A_T10-3_R_0002.JPG;Walpon;SC;T10;2;A;0H;R1;2;420030;98622;35195;553847;75.84;17.81;6.35;;33.88
SG_0H_A_T10-3_R_0003.JPG;Walpon;SC;T10;3;A;0H;R2;1;304434;104637;36445;445516;68.33;23.49;8.18;;33.2
SG_0H_A_T10-3_R_0004.JPG;Walpon;SC;T10;4;A;0H;R2;2;232536;57980;31633;322149;72.18;18;9.82;;34.02
SG_0H_A_T10-3_R_0005.JPG;Walpon;SC;T10;5;A;0H;R3;1;290347;88368;23644;402359;72.16;21.96;5.88;;33.94
SG_0H_A_T10-3_R_0006.JPG;Walpon;SC;T10;6;A;0H;R3;2;252358;207295;44453;504106;50.06;41.12;8.82;;30.86
SG_0H_A_T10-3_R_0007.JPG;Walpon;SC;T10;7;A;0H;R4;1;284844;87019;37147;409010;69.64;21.28;9.08;;33.49
SG_0H_A_T10-3_R_0008.JPG;Walpon;SC;T10;8;A;0H;R4;2;316239;54945;21211;392395;80.59;14;5.41;;35.15
SG_0H_V_T10-3_R_0001.JPG;Walpon;SC;T10;1;V;0H;R1;1;435327;86001;19993;541321;80.42;15.89;3.69;;35.23
SG_0H_V_T10-3_R_0002.JPG;Walpon;SC;T10;2;V;0H;R1;2;422358;52531;11712;486601;86.8;10.8;2.41;;36.57
SG_0H_V_T10-3_R_0003.JPG;Walpon;SC;T10;3;V;0H;R2;1;491128;65509;13364;570001;86.16;11.49;2.34;;37.26
SG_0H_V_T10-3_R_0004.JPG;Walpon;SC;T10;4;V;0H;R2;2;447563;137715;61002;646280;69.25;21.31;9.44;;33.2
SG_0H_V_T10-3_R_0005.JPG;Walpon;SC;T10;5;V;0H;R3;1;351255;115681;28870;495806;70.85;23.33;5.82;;33.69
SG_0H_V_T10-3_R_0006.JPG;Walpon;SC;T10;6;V;0H;R3;2;240201;64715;21268;326184;73.64;19.84;6.52;;34.29
SG_0H_V_T10-3_R_0007.JPG;Walpon;SC;T10;7;V;0H;R4;1;527477;102752;44619;674848;78.16;15.23;6.61;;35.08
SG_0H_V_T10-3_R_0008.JPG;Walpon;SC;T10;8;V;0H;R4;2;380805;69323;28539;478667;79.56;14.48;5.96;;35.28
SG_3H_A_T10-3_R_0001.JPG;Walpon;SC;T10;1;A;3H;R1;1;291581;88055;55822;435458;66.96;20.22;12.82;;32.6
SG_3H_A_T10-3_R_0002.JPG;Walpon;SC;T10;2;A;3H;R1;2;329821;116695;44361;490877;67.19;23.77;9.04;;33.09
SG_3H_A_T10-3_R_0003.JPG;Walpon;SC;T10;3;A;3H;R2;1;297866;173186;62943;533995;55.78;32.43;11.79;;31.05
SG_3H_A_T10-3_R_0004.JPG;Walpon;SC;T10;4;A;3H;R2;2;212443;206160;97528;516131;41.16;39.94;18.9;;28.9
SG_3H_A_T10-3_R_0005.JPG;Walpon;SC;T10;5;A;3H;R3;1;266391;114609;35041;416041;64.03;27.55;8.42;;32.48
SG_3H_A_T10-3_R_0006.JPG;Walpon;SC;T10;6;A;3H;R3;2;287474;87976;45832;421282;68.24;20.88;10.88;;32.48
SG_3H_A_T10-3_R_0007.JPG;Walpon;SC;T10;7;A;3H;R4;1;247517;65189;44729;357435;69.25;18.24;12.51;;33.26
SG_3H_A_T10-3_R_0008.JPG;Walpon;SC;T10;8;A;3H;R4;2;194379;128483;65222;388084;50.09;33.11;16.81;;30.31
SG_3H_V_T10-3_R_0001.JPG;Walpon;SC;T10;1;V;3H;R1;1;338992;128805;77865;545662;62.12;23.61;14.27;;32.04
SG_3H_V_T10-3_R_0002.JPG;Walpon;SC;T10;2;V;3H;R1;2;573828;70268;25448;669544;85.7;10.49;3.8;;36.57
SG_3H_V_T10-3_R_0003.JPG;Walpon;SC;T10;3;V;3H;R2;1;493400;82182;41796;617378;79.92;13.31;6.77;;35.74
